Reproducibility seed set to 42
Detected kernel version 4.19.90, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
`torch_dtype` is deprecated! Use `dtype` instead!
You are attempting to use Flash Attention 2 without specifying a torch dtype. This might lead to unexpected behaviour
Epoch 0 | Step 0 | Loss: 15.1341
Epoch 1 | Step 3 | Loss: 11.8224
Epoch 1 | Step 4 | Loss: 12.4535
Epoch 1 | Step 5 | Loss: 12.8406
Epoch 1 | Step 6 | Loss: 11.5801
Epoch 1 | Step 7 | Loss: 13.1850
Epoch 1 | Step 8 | Loss: 11.6261
Epoch 1 | Step 9 | Loss: 12.2219
Epoch 1 | Step 10 | Loss: 12.4376
Epoch 1 | Step 11 | Loss: 11.6006
Epoch 1 | Step 12 | Loss: 12.4201
Epoch 1 | Step 13 | Loss: 12.2455
Epoch 1 | Step 14 | Loss: 12.0944
Epoch 1 | Step 15 | Loss: 12.2721
Epoch 1 | Step 16 | Loss: 12.2947
Epoch 1 | Step 17 | Loss: 12.3052
Epoch 1 | Step 18 | Loss: 11.7584
Epoch 1 | Step 19 | Loss: 11.6662
Epoch 1 | Step 20 | Loss: 11.8251
Epoch 1 | Step 21 | Loss: 12.6247
Epoch 1 | Step 22 | Loss: 12.4169
Epoch 1 | Step 23 | Loss: 11.7038
Epoch 1 | Step 24 | Loss: 12.6745
Epoch 1 | Step 25 | Loss: 12.0550
Epoch 1 | Step 26 | Loss: 12.1304
Epoch 1 | Step 27 | Loss: 12.0848
Epoch 1 | Step 28 | Loss: 11.6419
Epoch 1 | Step 29 | Loss: 11.2757
Epoch 1 | Step 30 | Loss: 11.6664
Epoch 1 | Step 31 | Loss: 12.1869
Epoch 1 | Step 32 | Loss: 11.9900
Epoch 1 | Step 33 | Loss: 12.0887
Epoch 1 | Step 34 | Loss: 11.9996
Epoch 1 | Step 35 | Loss: 12.7534
Epoch 1 | Step 36 | Loss: 11.2390
Epoch 1 | Step 37 | Loss: 11.6726
Epoch 1 | Step 38 | Loss: 11.5804
Epoch 1 | Step 39 | Loss: 11.7089
Epoch 1 | Step 40 | Loss: 12.1855
Epoch 1 | Step 41 | Loss: 11.3085
Epoch 1 | Step 42 | Loss: 12.0630
Epoch 1 | Step 43 | Loss: 12.2833
Epoch 1 | Step 44 | Loss: 11.5981
Epoch 1 | Step 45 | Loss: 11.9817
Epoch 1 | Step 46 | Loss: 12.9786
Epoch 1 | Step 47 | Loss: 11.4918
Epoch 1 | Step 48 | Loss: 11.7329
Epoch 1 | Step 49 | Loss: 11.5346
Epoch 1 | Step 50 | Loss: 12.7698
Epoch 1 | Step 51 | Loss: 12.2056
Epoch 1 | Step 52 | Loss: 11.6973
Epoch 1 | Step 53 | Loss: 11.9878
Epoch 1 | Step 54 | Loss: 11.9314
Epoch 1 | Step 55 | Loss: 11.7274
Epoch 1 | Step 56 | Loss: 11.1922
Epoch 1 | Step 57 | Loss: 11.3787
Epoch 1 | Step 58 | Loss: 11.2424
Epoch 1 | Step 59 | Loss: 11.9184
Epoch 1 | Step 60 | Loss: 11.4500
Epoch 1 | Step 61 | Loss: 11.2383
Epoch 1 | Step 62 | Loss: 11.1531
Epoch 1 | Step 63 | Loss: 11.4031
Epoch 1 | Step 64 | Loss: 12.0782
Epoch 1 | Step 65 | Loss: 11.3498
Epoch 1 | Step 66 | Loss: 10.9483
Epoch 1 | Step 67 | Loss: 11.6030
Epoch 1 | Step 68 | Loss: 11.3223
Epoch 1 | Step 69 | Loss: 11.9099
Epoch 1 | Step 70 | Loss: 11.6662
Epoch 1 | Step 71 | Loss: 11.5911
Epoch 1 | Step 72 | Loss: 10.9387
Epoch 1 | Step 73 | Loss: 10.8011
Epoch 1 | Step 74 | Loss: 10.8898
Epoch 1 | Step 75 | Loss: 11.5040
Epoch 1 | Step 76 | Loss: 10.4410
Epoch 1 | Step 77 | Loss: 11.4659
Epoch 1 | Step 78 | Loss: 11.6249
Epoch 1 | Step 79 | Loss: 11.7117
Epoch 1 | Step 80 | Loss: 11.6049
Epoch 1 | Step 81 | Loss: 11.0915
Epoch 1 | Step 82 | Loss: 10.7402
Epoch 1 | Step 83 | Loss: 11.6180
Epoch 1 | Step 84 | Loss: 10.7816
Epoch 1 | Step 85 | Loss: 11.0628
Epoch 1 | Step 86 | Loss: 11.3432
Epoch 1 | Step 87 | Loss: 10.6663
Epoch 1 | Step 88 | Loss: 10.8777
Epoch 1 | Step 89 | Loss: 11.6941
Epoch 2 | Step 0 | Loss: 10.6740
Epoch 2 | Step 1 | Loss: 10.9543
Epoch 2 | Step 2 | Loss: 10.4755
Epoch 2 | Step 3 | Loss: 11.5585
Epoch 2 | Step 4 | Loss: 10.8438
Epoch 2 | Step 5 | Loss: 10.4654
Epoch 2 | Step 6 | Loss: 11.5125
Epoch 2 | Step 7 | Loss: 10.7469
Epoch 2 | Step 8 | Loss: 10.3468
Epoch 2 | Step 9 | Loss: 11.0715
Epoch 2 | Step 10 | Loss: 11.5453
Epoch 2 | Step 11 | Loss: 10.9014
Epoch 2 | Step 12 | Loss: 11.2311
Epoch 2 | Step 13 | Loss: 10.3479
Epoch 2 | Step 14 | Loss: 10.7595
Epoch 2 | Step 15 | Loss: 10.7403
Epoch 2 | Step 16 | Loss: 10.3684
Epoch 2 | Step 17 | Loss: 10.4014
Epoch 2 | Step 18 | Loss: 10.9005
Epoch 2 | Step 19 | Loss: 10.7013
Epoch 2 | Step 20 | Loss: 10.0655
Epoch 2 | Step 21 | Loss: 10.2140
Epoch 2 | Step 22 | Loss: 10.0597
Epoch 2 | Step 23 | Loss: 10.2239
Epoch 2 | Step 24 | Loss: 10.0466
Epoch 2 | Step 25 | Loss: 11.5486
Epoch 2 | Step 26 | Loss: 10.1557
Epoch 2 | Step 27 | Loss: 11.1128
Epoch 2 | Step 28 | Loss: 10.6932
Epoch 2 | Step 29 | Loss: 10.5536
Epoch 2 | Step 30 | Loss: 10.2234
Epoch 2 | Step 31 | Loss: 9.8589
Epoch 2 | Step 32 | Loss: 10.2620
Epoch 2 | Step 33 | Loss: 10.8193
Epoch 2 | Step 34 | Loss: 10.0110
Epoch 2 | Step 35 | Loss: 11.6688
Epoch 2 | Step 36 | Loss: 11.1037
Epoch 2 | Step 37 | Loss: 10.7146
Epoch 2 | Step 38 | Loss: 10.5774
Epoch 2 | Step 39 | Loss: 10.9490
Epoch 2 | Step 40 | Loss: 10.8522
Epoch 2 | Step 41 | Loss: 10.8939
Epoch 2 | Step 42 | Loss: 10.5940
Epoch 2 | Step 43 | Loss: 10.4613
Epoch 2 | Step 44 | Loss: 10.7197
Epoch 2 | Step 45 | Loss: 10.4701
Epoch 2 | Step 46 | Loss: 10.7524
Epoch 2 | Step 47 | Loss: 10.1792
Epoch 2 | Step 48 | Loss: 10.1143
Epoch 2 | Step 49 | Loss: 10.9452
Epoch 2 | Step 50 | Loss: 10.4574
Epoch 2 | Step 51 | Loss: 10.9554
Epoch 2 | Step 52 | Loss: 10.6096
Epoch 2 | Step 53 | Loss: 10.3442
Epoch 2 | Step 54 | Loss: 10.6067
Epoch 2 | Step 55 | Loss: 10.4386
Epoch 2 | Step 56 | Loss: 10.5087
Epoch 2 | Step 57 | Loss: 9.9527
Epoch 2 | Step 58 | Loss: 10.5619
Epoch 2 | Step 59 | Loss: 10.6382
Epoch 2 | Step 60 | Loss: 10.2241
Epoch 2 | Step 61 | Loss: 10.8156
Epoch 2 | Step 62 | Loss: 10.5714
Epoch 2 | Step 63 | Loss: 10.0929
Epoch 2 | Step 64 | Loss: 10.2898
Epoch 2 | Step 65 | Loss: 9.8145
Epoch 2 | Step 66 | Loss: 10.5225
Epoch 2 | Step 67 | Loss: 10.8272
Epoch 2 | Step 68 | Loss: 10.3749
Epoch 2 | Step 69 | Loss: 10.1482
Epoch 2 | Step 70 | Loss: 9.7803
Epoch 2 | Step 71 | Loss: 9.9371
Epoch 2 | Step 72 | Loss: 10.5126
Epoch 2 | Step 73 | Loss: 10.3985
Epoch 2 | Step 74 | Loss: 10.5925
Epoch 2 | Step 75 | Loss: 10.6550
Epoch 2 | Step 76 | Loss: 9.9391
Epoch 2 | Step 77 | Loss: 10.0554
Epoch 2 | Step 78 | Loss: 9.4089
Epoch 2 | Step 79 | Loss: 9.5015
Epoch 2 | Step 80 | Loss: 9.4306
Epoch 2 | Step 81 | Loss: 9.6254
Epoch 2 | Step 82 | Loss: 10.0972
Epoch 2 | Step 83 | Loss: 10.0368
Epoch 2 | Step 84 | Loss: 10.2958
Epoch 2 | Step 85 | Loss: 10.2536
Epoch 2 | Step 86 | Loss: 10.2745
Epoch 2 | Step 87 | Loss: 10.3332
Epoch 2 | Step 88 | Loss: 9.6524
Epoch 2 | Step 89 | Loss: 9.7499
Epoch 3 | Step 0 | Loss: 9.5854
Epoch 3 | Step 1 | Loss: 10.2106
Epoch 3 | Step 2 | Loss: 9.6027
Epoch 3 | Step 3 | Loss: 9.5311
Epoch 3 | Step 4 | Loss: 10.1674
Epoch 3 | Step 5 | Loss: 10.1147
Epoch 3 | Step 6 | Loss: 9.8504
Epoch 3 | Step 7 | Loss: 9.5014
Epoch 3 | Step 8 | Loss: 9.8727
Epoch 3 | Step 9 | Loss: 10.4905
Epoch 3 | Step 10 | Loss: 9.9211
Epoch 3 | Step 11 | Loss: 9.9015
Epoch 3 | Step 12 | Loss: 9.8678
Epoch 3 | Step 13 | Loss: 9.5043
Epoch 3 | Step 14 | Loss: 10.2326
Epoch 3 | Step 15 | Loss: 9.4883
Epoch 3 | Step 16 | Loss: 9.5189
Epoch 3 | Step 17 | Loss: 9.5777
Epoch 3 | Step 18 | Loss: 9.4258
Epoch 3 | Step 19 | Loss: 9.4475
Epoch 3 | Step 20 | Loss: 9.6735
Epoch 3 | Step 21 | Loss: 10.0681
Epoch 3 | Step 22 | Loss: 10.0691
Epoch 3 | Step 23 | Loss: 9.9579
Epoch 3 | Step 24 | Loss: 9.9663
Epoch 3 | Step 25 | Loss: 10.4458
Epoch 3 | Step 26 | Loss: 8.8996
Epoch 3 | Step 27 | Loss: 10.0884
Epoch 3 | Step 28 | Loss: 9.4731
Epoch 3 | Step 29 | Loss: 10.4663
Epoch 3 | Step 30 | Loss: 9.9749
Epoch 3 | Step 31 | Loss: 9.5469
Epoch 3 | Step 32 | Loss: 9.9486
Epoch 3 | Step 33 | Loss: 9.6799
Epoch 3 | Step 34 | Loss: 9.7927
Epoch 3 | Step 35 | Loss: 9.4128
Epoch 3 | Step 36 | Loss: 9.5798
Epoch 3 | Step 37 | Loss: 8.7746
Epoch 3 | Step 38 | Loss: 9.7183
Epoch 3 | Step 39 | Loss: 9.9449
Epoch 3 | Step 40 | Loss: 9.4308
Epoch 3 | Step 41 | Loss: 9.8745
Epoch 3 | Step 42 | Loss: 9.9392
Epoch 3 | Step 43 | Loss: 10.2543
Epoch 3 | Step 44 | Loss: 9.4222
Epoch 3 | Step 45 | Loss: 9.8446
Epoch 3 | Step 46 | Loss: 9.7393
Epoch 3 | Step 47 | Loss: 9.6156
Epoch 3 | Step 48 | Loss: 10.0008
Epoch 3 | Step 49 | Loss: 9.8131
Epoch 3 | Step 50 | Loss: 9.9121
Epoch 3 | Step 51 | Loss: 10.2398
Epoch 3 | Step 52 | Loss: 9.8111
Epoch 3 | Step 53 | Loss: 8.9845
Epoch 3 | Step 54 | Loss: 9.9291
Epoch 3 | Step 55 | Loss: 9.4808
Epoch 3 | Step 56 | Loss: 9.4311
Epoch 3 | Step 57 | Loss: 9.3328
Epoch 3 | Step 58 | Loss: 9.7913
Epoch 3 | Step 59 | Loss: 9.7419
Epoch 3 | Step 60 | Loss: 9.8684
Epoch 3 | Step 61 | Loss: 9.0732
Epoch 3 | Step 62 | Loss: 8.7571
Epoch 3 | Step 63 | Loss: 9.7926
Epoch 3 | Step 64 | Loss: 9.5787
Epoch 3 | Step 65 | Loss: 9.4054
Epoch 3 | Step 66 | Loss: 9.3164
Epoch 3 | Step 67 | Loss: 9.3711
Epoch 3 | Step 68 | Loss: 9.3901
Epoch 3 | Step 69 | Loss: 9.8166
Epoch 3 | Step 70 | Loss: 10.3848
Epoch 3 | Step 71 | Loss: 9.5124
Epoch 3 | Step 72 | Loss: 9.1340
Epoch 3 | Step 73 | Loss: 9.5583
Epoch 3 | Step 74 | Loss: 9.6804
Epoch 3 | Step 75 | Loss: 9.5617
Epoch 3 | Step 76 | Loss: 9.0073
Epoch 3 | Step 77 | Loss: 9.3165
Epoch 3 | Step 78 | Loss: 9.9920
Epoch 3 | Step 79 | Loss: 9.3098
Epoch 3 | Step 80 | Loss: 9.2478
Epoch 3 | Step 81 | Loss: 9.6724
Epoch 3 | Step 82 | Loss: 9.7517
Epoch 3 | Step 83 | Loss: 8.9403
Epoch 3 | Step 84 | Loss: 8.8549
Epoch 3 | Step 85 | Loss: 9.4174
Epoch 3 | Step 86 | Loss: 9.3742
Epoch 3 | Step 87 | Loss: 9.4293
Epoch 3 | Step 88 | Loss: 9.5385
Epoch 3 | Step 89 | Loss: 9.8029
Epoch 4 | Step 0 | Loss: 9.2986
Epoch 4 | Step 1 | Loss: 9.0134
Epoch 4 | Step 2 | Loss: 9.3326
Epoch 4 | Step 3 | Loss: 8.9763
Epoch 4 | Step 4 | Loss: 9.4854
Epoch 4 | Step 5 | Loss: 8.7887
Epoch 4 | Step 6 | Loss: 8.9110
Epoch 4 | Step 7 | Loss: 9.6170
Epoch 4 | Step 8 | Loss: 8.6105
Epoch 4 | Step 9 | Loss: 8.7619
Epoch 4 | Step 10 | Loss: 9.6093
Epoch 4 | Step 11 | Loss: 9.8560
Epoch 4 | Step 12 | Loss: 9.3318
Epoch 4 | Step 13 | Loss: 9.9101
Epoch 4 | Step 14 | Loss: 9.3082
Epoch 4 | Step 15 | Loss: 9.3615
Epoch 4 | Step 16 | Loss: 8.9703
Epoch 4 | Step 17 | Loss: 8.6864
Epoch 4 | Step 18 | Loss: 9.5469
Epoch 4 | Step 19 | Loss: 9.2852
Epoch 4 | Step 20 | Loss: 9.3377
Epoch 4 | Step 21 | Loss: 9.3516
Epoch 4 | Step 22 | Loss: 8.9089
Epoch 4 | Step 23 | Loss: 9.3039
Epoch 4 | Step 24 | Loss: 9.2543
Epoch 4 | Step 25 | Loss: 9.4640
Epoch 4 | Step 26 | Loss: 9.1540
Epoch 4 | Step 27 | Loss: 9.6131
Epoch 4 | Step 28 | Loss: 9.0832
Epoch 4 | Step 29 | Loss: 9.2867
Epoch 4 | Step 30 | Loss: 9.1649
Epoch 4 | Step 31 | Loss: 8.7632
Epoch 4 | Step 32 | Loss: 9.1759
Epoch 4 | Step 33 | Loss: 8.8107
Epoch 4 | Step 34 | Loss: 9.9676
Epoch 4 | Step 35 | Loss: 9.6864
Epoch 4 | Step 36 | Loss: 9.0986
Epoch 4 | Step 37 | Loss: 9.0742
Epoch 4 | Step 38 | Loss: 8.5895
Epoch 4 | Step 39 | Loss: 8.9425
Epoch 4 | Step 40 | Loss: 9.5227
Epoch 4 | Step 41 | Loss: 9.0684
Epoch 4 | Step 42 | Loss: 8.8703
Epoch 4 | Step 43 | Loss: 9.3838
Epoch 4 | Step 44 | Loss: 9.2451
Epoch 4 | Step 45 | Loss: 9.1466
Epoch 4 | Step 46 | Loss: 9.0179
Epoch 4 | Step 47 | Loss: 8.9508
Epoch 4 | Step 48 | Loss: 9.4899
Epoch 4 | Step 49 | Loss: 8.6154
Epoch 4 | Step 50 | Loss: 9.3627
Epoch 4 | Step 51 | Loss: 9.2698
Epoch 4 | Step 52 | Loss: 9.2960
Epoch 4 | Step 53 | Loss: 8.8971
Epoch 4 | Step 54 | Loss: 9.5666
Epoch 4 | Step 55 | Loss: 9.3626
Epoch 4 | Step 56 | Loss: 9.1946
Epoch 4 | Step 57 | Loss: 9.5069
Epoch 4 | Step 58 | Loss: 9.1390
Epoch 4 | Step 59 | Loss: 9.7152
Epoch 4 | Step 60 | Loss: 9.3752
Epoch 4 | Step 61 | Loss: 8.7323
Epoch 4 | Step 62 | Loss: 9.3652
Epoch 4 | Step 63 | Loss: 9.2887
Epoch 4 | Step 64 | Loss: 8.9484
Epoch 4 | Step 65 | Loss: 8.7982
Epoch 4 | Step 66 | Loss: 9.0622
Epoch 4 | Step 67 | Loss: 8.8459
Epoch 4 | Step 68 | Loss: 8.6591
Epoch 4 | Step 69 | Loss: 9.0721
Epoch 4 | Step 70 | Loss: 9.5402
Epoch 4 | Step 71 | Loss: 9.1902
Epoch 4 | Step 72 | Loss: 8.6630
Epoch 4 | Step 73 | Loss: 8.9675
Epoch 4 | Step 74 | Loss: 9.1183
Epoch 4 | Step 75 | Loss: 8.9363
Epoch 4 | Step 76 | Loss: 8.2718
Epoch 4 | Step 77 | Loss: 9.2016
Epoch 4 | Step 78 | Loss: 9.4381
Epoch 4 | Step 79 | Loss: 8.1306
Epoch 4 | Step 80 | Loss: 8.6683
Epoch 4 | Step 81 | Loss: 8.4660
Epoch 4 | Step 82 | Loss: 8.7050
Epoch 4 | Step 83 | Loss: 8.8943
Epoch 4 | Step 84 | Loss: 9.2415
Epoch 4 | Step 85 | Loss: 9.3825
Epoch 4 | Step 86 | Loss: 8.7389
Epoch 4 | Step 87 | Loss: 8.9165
Epoch 4 | Step 88 | Loss: 9.0485
Epoch 4 | Step 89 | Loss: 9.3212
