"round","run_id","epoch","epoch_zero_based","step","loss","learning_rate","scheduler"
"round1_5epoch","lr1e-6","1","0","50","12.9745","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","51","13.576","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","52","12.9784","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","53","13.8508","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","54","13.4318","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","55","12.8588","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","56","13.9345","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","57","13.334","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","58","12.9534","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","59","13.7296","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","60","12.9033","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","61","13.8985","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","62","13.2781","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","63","13.2296","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","64","13.3474","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","65","13.2628","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","66","12.6471","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","67","12.4811","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","68","12.8273","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","69","12.8058","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","70","13.1575","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","71","12.3637","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","72","12.5428","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","73","13.2447","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","74","12.9974","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","75","13.5663","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","76","12.1569","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","77","12.7484","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","78","12.92","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","79","12.2008","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","80","11.8391","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","81","12.3215","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","82","12.6035","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","83","12.4488","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","84","12.4706","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","85","12.1529","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","86","13.2579","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","87","11.9107","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","88","12.2869","1E-06","constant"
"round1_5epoch","lr1e-6","1","0","89","12.7078","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","0","11.6196","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","1","13.0003","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","2","12.0713","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","3","11.8224","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","4","12.4535","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","5","12.8406","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","6","11.5801","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","7","13.185","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","8","11.6261","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","9","12.2219","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","10","12.4376","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","11","11.6006","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","12","12.4201","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","13","12.2455","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","14","12.0944","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","15","12.2721","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","16","12.2947","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","17","12.3052","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","18","11.7584","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","19","11.6662","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","20","11.8251","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","21","12.6247","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","22","12.4169","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","23","11.7038","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","24","12.6745","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","25","12.055","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","26","12.1304","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","27","12.0848","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","28","11.6419","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","29","11.2757","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","30","11.6664","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","31","12.1869","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","32","11.99","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","33","12.0887","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","34","11.9996","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","35","12.7534","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","36","11.239","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","37","11.6726","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","38","11.5804","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","39","11.7089","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","40","12.1855","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","41","11.3085","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","42","12.063","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","43","12.2833","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","44","11.5981","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","45","11.9817","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","46","12.9786","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","47","11.4918","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","48","11.7329","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","49","11.5346","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","50","12.7698","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","51","12.2056","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","52","11.6973","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","53","11.9878","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","54","11.9314","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","55","11.7274","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","56","11.1922","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","57","11.3787","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","58","11.2424","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","59","11.9184","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","60","11.45","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","61","11.2383","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","62","11.1531","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","63","11.4031","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","64","12.0782","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","65","11.3498","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","66","10.9483","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","67","11.603","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","68","11.3223","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","69","11.9099","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","70","11.6662","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","71","11.5911","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","72","10.9387","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","73","10.8011","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","74","10.8898","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","75","11.504","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","76","10.441","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","77","11.4659","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","78","11.6249","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","79","11.7117","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","80","11.6049","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","81","11.0915","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","82","10.7402","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","83","11.618","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","84","10.7816","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","85","11.0628","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","86","11.3432","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","87","10.6663","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","88","10.8777","1E-06","constant"
"round1_5epoch","lr1e-6","2","1","89","11.6941","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","0","10.674","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","1","10.9543","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","2","10.4755","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","3","11.5585","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","4","10.8438","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","5","10.4654","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","6","11.5125","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","7","10.7469","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","8","10.3468","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","9","11.0715","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","10","11.5453","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","11","10.9014","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","12","11.2311","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","13","10.3479","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","14","10.7595","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","15","10.7403","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","16","10.3684","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","17","10.4014","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","18","10.9005","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","19","10.7013","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","20","10.0655","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","21","10.214","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","22","10.0597","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","23","10.2239","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","24","10.0466","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","25","11.5486","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","26","10.1557","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","27","11.1128","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","28","10.6932","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","29","10.5536","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","30","10.2234","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","31","9.8589","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","32","10.262","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","33","10.8193","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","34","10.011","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","35","11.6688","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","36","11.1037","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","37","10.7146","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","38","10.5774","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","39","10.949","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","40","10.8522","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","41","10.8939","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","42","10.594","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","43","10.4613","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","44","10.7197","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","45","10.4701","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","46","10.7524","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","47","10.1792","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","48","10.1143","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","49","10.9452","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","50","10.4574","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","51","10.9554","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","52","10.6096","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","53","10.3442","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","54","10.6067","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","55","10.4386","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","56","10.5087","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","57","9.9527","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","58","10.5619","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","59","10.6382","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","60","10.2241","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","61","10.8156","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","62","10.5714","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","63","10.0929","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","64","10.2898","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","65","9.8145","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","66","10.5225","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","67","10.8272","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","68","10.3749","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","69","10.1482","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","70","9.7803","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","71","9.9371","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","72","10.5126","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","73","10.3985","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","74","10.5925","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","75","10.655","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","76","9.9391","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","77","10.0554","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","78","9.4089","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","79","9.5015","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","80","9.4306","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","81","9.6254","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","82","10.0972","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","83","10.0368","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","84","10.2958","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","85","10.2536","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","86","10.2745","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","87","10.3332","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","88","9.6524","1E-06","constant"
"round1_5epoch","lr1e-6","3","2","89","9.7499","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","0","9.5854","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","1","10.2106","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","2","9.6027","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","3","9.5311","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","4","10.1674","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","5","10.1147","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","6","9.8504","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","7","9.5014","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","8","9.8727","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","9","10.4905","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","10","9.9211","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","11","9.9015","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","12","9.8678","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","13","9.5043","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","14","10.2326","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","15","9.4883","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","16","9.5189","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","17","9.5777","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","18","9.4258","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","19","9.4475","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","20","9.6735","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","21","10.0681","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","22","10.0691","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","23","9.9579","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","24","9.9663","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","25","10.4458","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","26","8.8996","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","27","10.0884","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","28","9.4731","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","29","10.4663","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","30","9.9749","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","31","9.5469","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","32","9.9486","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","33","9.6799","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","34","9.7927","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","35","9.4128","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","36","9.5798","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","37","8.7746","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","38","9.7183","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","39","9.9449","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","40","9.4308","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","41","9.8745","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","42","9.9392","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","43","10.2543","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","44","9.4222","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","45","9.8446","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","46","9.7393","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","47","9.6156","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","48","10.0008","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","49","9.8131","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","50","9.9121","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","51","10.2398","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","52","9.8111","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","53","8.9845","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","54","9.9291","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","55","9.4808","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","56","9.4311","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","57","9.3328","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","58","9.7913","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","59","9.7419","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","60","9.8684","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","61","9.0732","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","62","8.7571","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","63","9.7926","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","64","9.5787","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","65","9.4054","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","66","9.3164","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","67","9.3711","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","68","9.3901","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","69","9.8166","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","70","10.3848","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","71","9.5124","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","72","9.134","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","73","9.5583","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","74","9.6804","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","75","9.5617","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","76","9.0073","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","77","9.3165","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","78","9.992","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","79","9.3098","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","80","9.2478","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","81","9.6724","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","82","9.7517","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","83","8.9403","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","84","8.8549","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","85","9.4174","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","86","9.3742","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","87","9.4293","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","88","9.5385","1E-06","constant"
"round1_5epoch","lr1e-6","4","3","89","9.8029","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","0","9.2986","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","1","9.0134","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","2","9.3326","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","3","8.9763","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","4","9.4854","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","5","8.7887","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","6","8.911","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","7","9.617","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","8","8.6105","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","9","8.7619","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","10","9.6093","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","11","9.856","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","12","9.3318","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","13","9.9101","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","14","9.3082","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","15","9.3615","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","16","8.9703","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","17","8.6864","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","18","9.5469","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","19","9.2852","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","20","9.3377","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","21","9.3516","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","22","8.9089","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","23","9.3039","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","24","9.2543","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","25","9.464","1E-06","constant"
"round1_5epoch","lr1e-6","5","4","26","9.154","1E-06","constant"
